"199","749","199","199","2","137.67","1998-07-12 04:18:03","true"
"200","256","200","200","7","375.67","2007-04-15 08:54:33","false"
"201","622","201","201","2","67.86","2022-07-02 22:40:25","true"
"202","895","202","202","9","83.64","1994-04-03 20:36:20","true"
"203","80","203","203","3","343.76","2014-05-23 03:00:07","false"
"204","1497","204","204","7","275.77","2022-10-30 02:57:10","true"
"205","703","205","205","6","346.21","2001-11-05 10:20:27","false"
"206","1196","206","206","2","373.90","2011-07-08 09:30:18","false"
"207","1095","207","207","9","124.04","1978-05-06 11:29:55","false"
"208","416","208","208","4","328.70","1988-08-10 16:12:28","true"
"209","95","209","209","3","252.80","2005-02-12 01:03:13","false"
"210","1986","210","210","4","390.43","1995-09-24 09:31:16","true"
"211","1722","211","211","6","342.75","1996-09-13 02:28:26","true"
"212","1175","212","212","9","334.95","1988-04-01 17:52:54","true"
"213","737","213","213","4","306.68","1972-11-14 09:53:11","true"
"214","643","214","214","2","193.32","1989-06-23 07:32:01","false"
"215","203","215","215","5","97.10","2005-01-05 18:32:38","true"
"216","834","216","216","9","70.34","2010-11-01 14:15:28","true"
"217","1162","217","217","3","459.91","2008-11-03 08:43:22","true"
"218","829","218","218","7","110.21","2000-08-20 19:42:42","false"
"219","1167","219","219","8","324.07","1990-06-02 17:05:30","true"
"220","754","220","220","5","438.01","2001-01-22 23:54:35","false"
"221","949","221","221","3","170.79","1984-04-27 04:21:00","true"
"222","1985","222","222","1","340.66","1990-08-10 10:31:29","true"
"223","1431","223","223","3","145.35","2021-05-18 17:37:30","true"
"224","1574","224","224","8","109.98","1998-03-18 10:30:33","false"
"225","428","225","225","5","376.56","1994-01-27 21:50:22","false"
"226","517","226","226","9","417.80","1990-04-20 22:19:12","true"
"227","556","227","227","3","74.22","1974-05-23 22:28:46","true"
"228","732","228","228","8","340.15","1979-08-26 10:27:30","false"
"229","1538","229","229","2","499.14","2006-08-08 21:37:27","true"
"230","1930","230","230","8","132.65","2010-03-08 08:50:49","false"
"231","1939","231","231","9","145.02","2013-12-15 03:39:14","false"
"232","667","232","232","8","310.25","1977-01-14 16:41:25","false"
"233","1497","233","233","8","482.50","1978-11-13 09:44:08","false"
"234","60","234","234","7","415.55","1980-09-21 00:25:00","true"
"235","695","235","235","3","328.67","1991-12-30 05:22:15","true"
"236","836","236","236","4","71.47","1988-10-11 14:10:05","true"
"237","1039","237","237","9","260.79","2021-03-23 03:11:40","false"
"238","806","238","238","7","148.51","2019-04-22 22:14:16","false"
"239","163","239","239","9","497.77","2012-11-22 14:21:00","true"
"240","525","240","240","10","110.14","1973-01-14 15:23:09","true"
"241","958","241","241","9","77.72","2011-10-06 03:16:48","false"
"242","1851","242","242","9","431.86","1989-01-05 04:08:26","true"
"243","504","243","243","6","138.73","2013-02-06 11:53:05","false"
"244","1467","244","244","8","390.86","1990-01-18 03:59:00","false"
"245","991","245","245","2","359.92","2007-02-10 16:40:59","false"
"246","1983","246","246","10","277.98","2004-11-07 15:36:05","true"
"247","641","247","247","4","291.82","1972-08-09 02:33:50","true"
"248","1840","248","248","6","214.03","1984-02-01 13:15:05","true"
"249","756","249","249","8","190.44","1982-09-19 00:04:57","true"
"250","619","250","250","8","259.29","2010-01-04 03:47:48","true"
"251","888","251","251","9","427.70","2007-01-31 19:11:39","true"
"252","1171","252","252","5","206.75","1986-04-08 13:53:13","false"
"253","909","253","253","5","496.57","1991-09-06 12:11:01","true"
"254","39","254","254","9","331.89","1984-02-18 20:58:15","false"
"255","1873","255","255","2","128.45","2014-05-12 23:43:25","true"
"256","136","256","256","8","404.28","1970-06-13 13:49:10","false"
"257","138","257","257","10","464.48","2010-11-11 15:30:46","true"
"258","1047","258","258","6","458.88","1976-05-26 05:53:33","false"
"259","632","259","259","6","264.66","2022-01-06 23:07:20","false"
"260","1798","260","260","9","431.73","1974-06-14 15:29:20","false"
"261","607","261","261","9","351.56","1983-07-05 03:14:12","false"
"262","479","262","262","10","500.75","2018-01-07 02:37:24","true"
"263","1132","263","263","8","369.62","1990-09-02 01:23:34","false"
"264","405","264","264","8","26.35","2008-08-16 09:04:46","true"
"265","64","265","265","1","451.53","2015-02-12 03:30:15","true"
"266","206","266","266","8","424.28","1986-11-03 02:05:48","true"
"267","669","267","267","1","290.90","1981-11-23 11:16:52","false"
"268","33","268","268","7","441.07","2011-10-18 20:28:57","true"
"269","640","269","269","1","450.07","1982-11-24 09:21:02","false"
"270","749","270","270","6","257.44","2002-10-10 04:45:48","false"
"271","1782","271","271","2","397.07","2022-02-28 23:58:18","false"
"272","355","272","272","8","182.63","1996-02-10 03:32:22","true"
"273","1822","273","273","8","216.63","1994-04-28 23:22:22","false"
"274","573","274","274","10","246.94","1977-10-10 06:38:11","true"
"275","1279","275","275","7","115.56","1999-02-27 14:43:42","true"
"276","1686","276","276","5","34.36","1970-10-20 05:31:39","true"
"277","733","277","277","9","487.64","1996-09-12 23:37:00","false"
"278","1422","278","278","2","449.33","1978-10-02 14:13:23","true"
"279","1677","279","279","10","409.57","2010-03-13 12:05:13","true"
"280","1592","280","280","10","116.88","1976-07-16 09:01:37","false"
"281","1755","281","281","7","206.79","1977-08-01 10:16:59","true"
"282","1437","282","282","3","378.25","2002-08-15 15:35:56","false"
"283","91","283","283","10","56.19","1982-08-28 17:08:49","false"
"284","672","284","284","8","368.75","1990-04-21 09:38:15","false"
"285","950","285","285","3","78.18","1978-07-22 21:26:59","true"
"286","229","286","286","8","482.75","2014-09-10 01:09:35","true"
"287","1200","287","287","9","402.14","1971-09-05 02:48:48","false"
"288","1171","288","288","8","208.92","2008-02-29 12:29:09","true"
"289","312","289","289","8","153.00","1992-11-01 16:39:10","false"
"290","1457","290","290","6","412.83","2010-07-29 23:40:44","true"
"291","475","291","291","8","202.95","1995-01-11 15:39:07","true"
"292","804","292","292","8","451.14","1983-06-13 10:45:32","true"
"293","25","293","293","8","485.09","1981-04-11 10:17:21","false"
"294","1048","294","294","7","19.33","1993-11-30 14:24:11","true"
"295","646","295","295","6","156.22","1995-06-10 22:31:12","true"
"296","1785","296","296","6","39.27","1974-07-19 12:59:43","true"
"297","954","297","297","8","86.12","1970-09-28 13:26:21","false"
"298","1938","298","298","9","417.54","2002-03-22 06:47:49","false"
"299","1332","299","299","4","442.93","2007-05-31 08:40:52","true"
"300","857","300","300","2","463.01","2005-12-15 12:55:05","true"
"301","392","301","301","10","449.05","1999-12-27 16:01:39","true"
"302","1641","302","302","4","483.25","1990-02-12 13:27:47","true"
"303","857","303","303","10","388.92","2021-06-16 10:20:37","false"
"304","1538","304","304","5","30.28","1983-02-10 21:24:12","false"
"305","295","305","305","4","150.58","1998-04-10 03:27:39","true"
"306","1973","306","306","8","420.92","1991-02-21 14:01:56","false"
"307","1864","307","307","6","262.02","1994-06-11 14:20:50","false"
"308","81","308","308","3","2.93","1997-06-01 02:22:28","false"
"309","1295","309","309","1","446.00","2004-02-24 09:32:22","true"
"310","383","310","310","1","447.34","2011-10-09 00:05:41","false"
"311","487","311","311","5","29.87","1978-09-27 15:07:50","false"
"312","849","312","312","2","290.15","2003-05-16 16:12:02","false"
"313","1034","313","313","9","481.89","2002-12-18 16:49:31","true"
"314","227","314","314","5","97.70","1993-02-28 14:55:17","false"
"315","1837","315","315","9","73.01","1973-09-26 04:19:58","true"
"316","1297","316","316","4","408.42","1992-01-04 08:51:28","false"
"317","1571","317","317","6","90.29","1996-07-25 07:10:57","true"
"318","1168","318","318","8","372.46","2012-11-18 08:25:58","false"
"319","1715","319","319","9","90.92","1978-05-06 18:49:10","false"
"320","396","320","320","4","292.29","1994-07-10 18:20:11","false"
"321","744","321","321","2","278.46","2020-03-17 02:33:03","true"
"322","1739","322","322","4","122.42","2007-08-17 04:05:28","false"
"323","526","323","323","6","430.38","1983-05-17 23:27:26","true"
"324","454","324","324","9","89.86","1999-07-27 08:35:29","true"
"325","1918","325","325","5","205.06","1980-08-25 10:07:28","false"
"326","969","326","326","6","25.68","1990-05-20 02:28:10","false"
"327","597","327","327","7","126.51","1971-06-13 04:21:35","true"
"328","326","328","328","2","394.56","1986-07-10 03:37:29","true"
"329","196","329","329","2","37.16","2013-06-29 22:44:37","true"
"330","772","330","330","2","342.46","1983-08-04 21:02:11","true"
"331","289","331","331","7","322.19","1994-03-21 12:49:32","false"
"332","1069","332","332","2","197.34","2005-07-26 09:16:02","true"
"333","475","333","333","5","454.05","2011-03-23 02:14:51","true"
"334","71","334","334","2","115.81","1999-08-07 20:43:51","false"
"335","1509","335","335","4","478.46","1982-08-29 21:05:30","false"
"336","1893","336","336","8","235.59","1993-10-15 21:36:36","false"
"337","1047","337","337","6","112.79","1972-07-17 19:42:03","true"
"338","920","338","338","6","446.68","2019-01-03 15:22:16","false"
"339","584","339","339","4","377.75","1995-08-11 02:48:57","true"
"340","392","340","340","6","25.67","1977-02-26 11:58:40","false"
"341","1717","341","341","8","65.56","2013-06-27 16:50:58","true"
"342","475","342","342","5","115.75","1990-11-15 00:06:31","false"
"343","1692","343","343","9","145.94","1985-03-16 06:47:56","true"
"344","165","344","344","4","104.60","1987-03-28 03:55:27","false"
"345","1825","345","345","4","104.52","2016-12-21 17:05:27","true"
"346","18","346","346","4","93.23","1972-05-25 14:40:17","false"
"347","1256","347","347","8","133.12","2008-04-09 17:32:31","false"
"348","240","348","348","3","209.46","1987-04-03 12:53:14","false"
"349","1004","349","349","2","152.90","1983-05-03 17:50:36","false"
"350","1162","350","350","4","227.56","1997-04-16 18:46:02","true"
"351","1106","351","351","7","158.81","2001-03-22 16:44:36","false"
"352","1335","352","352","6","406.52","1970-02-05 23:22:47","false"
"353","887","353","353","8","294.72","2020-11-19 20:59:50","false"
"354","1660","354","354","7","112.89","1998-11-25 13:19:44","true"
"355","1816","355","355","3","223.99","1974-09-11 18:45:50","true"
"356","563","356","356","7","168.08","1973-03-25 18:53:52","false"
"357","1075","357","357","7","142.48","1989-07-29 02:20:23","false"
"358","523","358","358","9","29.54","2010-12-02 19:36:41","false"
"359","491","359","359","9","48.54","1991-06-19 03:05:10","false"
"360","189","360","360","3","253.20","1984-11-16 21:50:40","false"
"361","1349","361","361","6","376.57","1972-08-30 05:32:34","true"
"362","1772","362","362","2","82.80","1996-08-12 14:13:08","true"
"363","192","363","363","1","354.85","1994-02-26 18:13:33","false"
"364","1186","364","364","7","3.39","1980-08-07 03:18:41","false"
"365","306","365","365","4","489.08","1981-06-02 15:56:24","false"
"366","294","366","366","2","81.24","1982-10-31 06:08:53","false"
"367","779","367","367","9","152.84","2009-06-02 19:32:38","true"
"368","1613","368","368","3","157.27","2016-05-29 00:48:07","false"
"369","397","369","369","7","438.56","2019-12-30 21:52:08","false"
"370","293","370","370","2","110.99","1986-06-04 19:45:59","true"
"371","1377","371","371","1","368.58","2011-10-11 18:24:01","false"
"372","1469","372","372","9","70.31","1978-09-29 00:01:45","true"
"373","405","373","373","6","444.39","2009-04-30 11:00:40","true"
"374","1190","374","374","7","450.40","1977-08-04 01:47:30","false"
"375","1228","375","375","1","470.65","1982-01-15 06:29:49","false"
"376","1995","376","376","2","325.01","2006-10-02 12:37:41","true"
"377","439","377","377","5","240.37","2018-05-21 16:43:37","false"
"378","962","378","378","3","439.38","1998-07-03 18:11:21","true"
"379","1830","379","379","3","377.04","1992-06-24 21:01:33","true"
"380","1855","380","380","7","86.14","2000-06-22 23:21:45","false"
"381","812","381","381","10","315.80","2002-10-19 21:54:08","true"
"382","159","382","382","4","26.09","2013-02-17 16:02:37","true"
"383","839","383","383","1","408.51","2011-12-02 02:26:51","true"
"384","229","384","384","9","470.46","1999-10-30 20:32:57","true"
"385","603","385","385","5","127.66","1983-02-04 23:26:20","false"
"386","140","386","386","7","491.81","1994-03-18 19:45:29","false"
"387","898","387","387","7","329.39","2008-12-22 17:54:08","true"
"388","839","388","388","3","51.64","2010-05-27 12:52:22","true"
"389","1388","389","389","4","409.15","2003-08-14 19:49:04","true"
"390","1653","390","390","10","317.42","1975-06-04 13:19:25","false"
"391","1366","391","391","1","231.62","2003-09-19 21:10:39","false"
"392","1047","392","392","7","99.80","1979-08-20 11:58:47","false"
"393","716","393","393","9","112.98","1983-11-20 14:49:19","false"
"394","1386","394","394","3","451.55","1977-05-11 10:23:18","false"
"395","281","395","395","7","121.24","1989-05-23 05:53:06","false"
"396","386","396","396","8","6.06","2021-02-10 01:32:50","false"
"397","675","397","397","1","60.36","1984-09-08 22:43:59","false"
"398","483","398","398","9","303.02","1985-11-21 12:44:38","false"
"399","1118","399","399","6","159.26","2002-11-17 16:47:35","true"
"400","1978","400","400","4","208.64","1976-01-02 01:28:27","false"
"401","1860","401","401","4","28.76","1970-01-09 19:17:42","false"
"402","1810","402","402","8","198.58","1996-05-13 15:38:36","false"
"403","255","403","403","2","9.77","2006-10-11 09:44:45","false"
"404","80","404","404","10","245.38","2004-02-06 22:09:44","true"
"405","143","405","405","6","120.14","1978-04-28 07:22:24","true"
"406","1248","406","406","7","43.12","2020-05-09 06:02:03","true"
"407","753","407","407","10","132.61","1993-11-19 17:21:50","false"
"408","1399","408","408","3","194.50","2010-01-22 01:17:34","false"
"409","421","409","409","5","414.54","2000-02-06 18:53:01","false"
"410","836","410","410","5","118.14","1997-10-10 02:10:08","false"
"411","1655","411","411","10","337.62","1972-03-23 03:56:26","false"
"412","1309","412","412","7","414.07","2013-09-20 08:22:50","true"
"413","626","413","413","7","216.72","2000-11-21 06:21:20","true"
"414","965","414","414","2","380.15","1971-07-25 16:55:07","false"
"415","1461","415","415","3","200.23","1994-12-23 13:38:42","true"
"416","1723","416","416","6","53.53","2010-03-20 16:43:55","true"
"417","1791","417","417","8","84.80","1999-01-31 22:25:36","false"
"418","1164","418","418","5","294.98","1988-07-26 11:09:38","false"
"419","121","419","419","8","65.88","2014-01-15 16:10:34","true"
"420","1518","420","420","6","325.48","1998-07-15 13:50:54","true"
"421","45","421","421","8","108.79","1998-10-13 17:26:15","false"
"422","1898","422","422","1","336.49","1992-04-15 20:48:03","false"
"423","258","423","423","5","179.85","2005-07-14 03:28:37","false"
"424","781","424","424","1","25.82","2012-11-19 13:11:33","false"
"425","1592","425","425","2","111.65","2016-03-17 13:43:17","false"
"426","1690","426","426","6","421.27","1983-10-26 18:28:41","true"
"427","788","427","427","4","18.40","2014-06-19 19:14:17","true"
"428","754","428","428","9","99.39","1971-11-14 15:38:36","true"
"429","1580","429","429","6","168.75","1972-12-30 19:55:35","false"
"430","1517","430","430","4","218.58","1991-03-09 17:21:45","true"
"431","1568","431","431","6","309.56","2012-10-17 13:01:02","false"
"432","819","432","432","6","423.04","2011-06-12 21:31:29","true"
"433","222","433","433","10","158.03","1981-02-16 15:52:12","true"
"434","1981","434","434","6","335.81","1970-04-30 04:53:30","true"
"435","1019","435","435","1","117.44","1971-05-07 21:56:49","true"
"436","1272","436","436","1","411.57","1970-11-26 01:57:30","true"
"437","1753","437","437","10","201.79","1971-10-15 04:47:00","true"
"438","1830","438","438","5","214.12","1988-11-01 15:19:04","false"
"439","521","439","439","9","409.25","2015-11-11 14:03:09","true"
"440","869","440","440","1","54.79","1996-07-29 01:11:02","false"
"441","1141","441","441","8","333.32","2016-05-16 07:07:28","true"
"442","1801","442","442","9","191.51","1989-04-17 03:52:36","false"
"443","385","443","443","5","155.04","2021-12-02 19:54:00","true"
