"132","78","0","1982-05-03 12:55:42"
"133","263","1197","1977-05-14 03:42:55"
"134","10","1021","2001-06-21 15:09:29"
"135","96","1426","1978-09-23 18:02:02"
"136","15","975","1990-06-19 19:53:00"
"137","224","1954","2009-11-10 16:30:16"
"138","191","155","1999-11-09 01:41:01"
"139","103","1890","1973-09-15 04:05:50"
"140","510","1919","1996-09-16 15:36:33"
"141","714","1050","2005-12-14 23:19:39"
"142","7","1016","2004-09-25 13:31:31"
"143","553","963","2003-08-31 01:59:09"
"144","325","1617","1983-04-12 03:42:06"
"145","159","290","1999-08-29 03:02:12"
"146","614","870","2021-05-05 00:06:46"
"147","195","1321","1997-04-21 20:51:08"
"148","244","870","2005-04-23 09:36:20"
"149","866","1486","1985-10-31 14:12:24"
"150","523","521","2004-12-10 04:43:30"
"151","777","399","1999-04-12 02:31:37"
"152","829","1815","1986-08-16 15:48:27"
"153","608","744","2001-03-08 10:45:07"
"154","207","179","2005-11-20 20:29:27"
"155","649","1144","1977-02-28 14:26:25"
"156","745","344","1992-10-03 13:10:21"
"157","671","633","2011-09-22 08:05:26"
"158","623","1245","2015-04-17 15:17:23"
"159","418","1407","1998-01-25 05:49:47"
"160","856","1016","1979-09-27 16:24:28"
"161","51","1223","1981-09-16 19:26:04"
"162","74","1545","1971-05-22 10:43:34"
"163","411","743","1983-09-01 23:06:31"
"164","582","1906","1976-01-20 09:22:35"
"165","116","1786","1992-02-07 06:41:30"
"166","24","573","1979-10-08 21:19:09"
"167","331","206","1985-07-04 03:35:48"
"168","112","1973","1970-11-13 09:23:24"
"169","521","111","2013-06-24 08:41:34"
"170","845","1667","1971-10-07 21:53:10"
"171","998","1704","1978-06-04 15:20:11"
"172","415","592","2008-10-21 04:57:04"
"173","194","423","1992-03-23 00:10:42"
"174","464","874","2010-11-07 11:27:31"
"175","331","1765","2011-01-31 08:37:46"
"176","351","729","1974-07-22 11:33:39"
"177","951","568","1986-03-01 09:59:54"
"178","475","381","1971-05-19 17:26:30"
"179","507","419","1980-08-29 10:37:21"
"180","173","729","1997-07-01 13:38:19"
"181","944","1335","1999-08-08 01:18:16"
"182","214","165","1977-09-15 23:31:55"
"183","582","1364","2016-06-13 22:50:00"
"184","768","801","1970-05-20 14:42:30"
"185","659","1704","2022-01-24 15:36:29"
"186","387","1282","2002-03-24 09:36:05"
"187","61","275","2001-03-14 19:44:20"
"188","809","340","2019-05-20 18:41:57"
"189","522","1929","2017-10-03 14:47:05"
"190","962","1171","1990-08-07 08:10:39"
"191","760","289","2003-02-18 06:58:55"
"192","669","1813","1976-06-18 17:30:52"
"193","205","12","1991-12-21 00:02:24"
"194","301","1953","1997-03-17 14:29:39"
"195","432","1632","1995-01-02 01:14:31"
"196","680","142","2012-09-14 16:01:49"
"197","933","315","2013-01-20 04:52:54"
"198","474","1548","1970-10-31 16:44:55"
"199","431","1019","2016-03-25 17:54:38"
"200","142","650","1996-03-29 07:54:50"
"201","255","1421","2006-08-06 12:12:23"
"202","502","781","2004-09-04 07:37:27"
"203","398","1809","1971-09-25 17:18:42"
"204","794","102","2020-06-18 00:30:35"
"205","420","1099","2000-08-15 08:04:58"
"206","288","1526","1974-07-19 04:47:06"
"207","376","1189","1983-05-27 04:49:34"
"208","843","229","2013-04-03 05:27:43"
"209","250","405","2012-09-14 20:22:10"
"210","737","118","2010-06-17 10:54:27"
"211","423","1786","2006-09-10 04:25:06"
"212","54","1048","2008-05-28 17:27:14"
"213","20","1813","1970-10-13 07:58:00"
"214","28","1197","1991-02-01 18:45:20"
"215","568","585","1977-12-24 12:37:43"
"216","815","350","2022-01-25 01:02:01"
"217","21","1977","1979-12-20 05:48:39"
"218","601","1554","1987-04-01 02:28:07"
"219","867","1041","1988-12-06 19:08:48"
"220","659","920","1974-03-13 23:09:50"
"221","305","404","2020-06-28 03:28:51"
"222","703","1597","2007-12-07 20:37:38"
"223","10","88","1986-12-14 10:08:17"
"224","558","630","1972-11-01 15:24:08"
"225","742","1278","2017-05-23 01:02:59"
"226","513","910","2006-07-01 01:32:02"
"227","430","764","2018-07-19 00:38:45"
"228","483","246","1974-09-26 14:24:45"
"229","666","100","1978-11-02 01:14:33"
"230","577","1071","1984-03-08 22:51:06"
"231","435","1181","1991-10-05 13:59:42"
"232","338","842","1987-03-06 09:33:28"
"233","340","848","1977-10-10 14:35:32"
"234","194","1440","1988-10-04 14:33:14"
"235","882","915","2003-06-07 16:58:03"
"236","583","1625","1973-08-21 05:56:00"
"237","490","1581","2022-03-05 16:34:18"
"238","723","1401","1973-04-19 23:01:03"
"239","528","1392","1970-10-30 07:07:36"
"240","562","331","2006-01-13 20:48:47"
"241","373","805","2000-07-09 13:28:29"
"242","427","1268","2007-09-06 10:06:52"
"243","553","1990","2012-07-15 01:11:21"
"244","286","1976","2014-12-26 19:47:24"
"245","80","1153","2014-07-28 23:44:03"
"246","19","720","1974-01-22 01:57:28"
"247","310","1061","2002-04-13 01:13:31"
"248","2","830","1978-07-01 22:29:09"
"249","343","495","1996-07-09 17:50:05"
"250","636","267","1978-06-06 09:36:09"
"251","243","67","2019-02-16 17:16:48"
"252","222","524","2002-07-23 11:23:55"
"253","309","1890","2021-03-10 21:03:30"
"254","930","1182","1985-07-04 13:43:51"
"255","281","584","2002-09-20 05:55:20"
"256","502","936","2009-05-31 13:29:43"
"257","237","361","2005-09-30 12:56:28"
"258","811","1801","1987-11-21 10:58:57"
"259","809","895","1979-08-19 19:41:28"
"260","997","1408","1998-08-21 07:23:26"
"261","508","1871","2014-09-07 15:39:22"
"262","212","1122","2013-07-01 21:12:14"
"263","189","1601","2010-12-29 08:45:14"
"264","526","1641","2003-10-30 10:37:08"
"265","6","1752","1982-04-09 12:44:48"
"266","345","137","2002-02-28 09:15:48"
"267","634","1725","1973-11-16 22:58:53"
"268","920","1488","1970-12-22 17:19:46"
"269","280","86","1988-10-28 20:12:58"
"270","929","296","2007-03-29 23:11:32"
"271","668","880","2011-08-23 03:32:31"
"272","425","1680","1997-07-11 07:05:28"
"273","566","223","1980-11-06 02:10:08"
"274","742","648","2011-02-06 17:46:13"
"275","839","731","2019-04-22 00:38:13"
"276","971","508","2015-06-11 03:09:59"
"277","99","1972","2015-03-14 18:40:51"
"278","845","603","1987-05-20 00:06:10"
"279","446","197","1990-09-15 21:23:20"
"280","982","472","1994-05-14 09:37:10"
"281","797","118","1994-10-27 14:02:59"
"282","353","1002","2019-03-05 15:43:20"
"283","914","802","1997-05-29 13:36:54"
"284","93","1703","1983-02-25 16:40:24"
"285","947","782","1971-06-01 12:53:03"
"286","644","1486","1971-11-24 17:28:58"
"287","28","1697","2006-11-08 00:15:41"
"288","246","707","1994-02-05 19:00:43"
"289","425","560","1989-05-24 18:44:42"
"290","672","1276","2015-09-30 01:10:36"
"291","198","387","1982-12-30 14:03:26"
"292","592","73","1978-06-07 00:57:13"
"293","813","1051","1974-07-18 19:53:52"
"294","286","661","1997-08-07 18:50:19"
"295","489","1791","1984-01-23 14:30:19"
"296","712","1881","2019-11-17 16:32:28"
"297","724","968","2010-10-24 20:56:15"
"298","231","659","2011-06-04 21:31:57"
"299","653","1526","1975-09-07 07:31:00"
"300","632","1580","1978-05-28 23:45:11"
"301","919","628","1970-05-26 00:14:35"
"302","608","47","1995-10-21 18:37:41"
"303","817","961","2018-06-21 15:22:13"
"304","67","79","2002-02-28 13:55:51"
"305","83","1725","2007-12-04 09:40:01"
"306","984","738","1991-04-14 13:07:15"
"307","526","193","1999-09-14 21:31:39"
"308","840","1177","2012-03-24 02:42:36"
"309","718","208","1983-08-24 18:19:12"
"310","65","271","2015-12-18 21:55:03"
"311","393","1569","1993-08-11 02:41:40"
"312","275","738","1991-08-23 00:33:03"
"313","28","1015","2011-03-19 12:16:46"
"314","444","1777","1979-02-21 09:16:01"
"315","345","1941","1983-01-27 16:59:51"
"316","19","1334","1976-12-06 04:28:56"
"317","595","1582","1984-05-22 05:29:07"
"318","216","1142","1999-07-18 22:56:52"
"319","241","1065","1989-01-01 09:21:38"
"320","933","1537","1990-02-27 02:16:32"
"321","384","98","1991-01-23 16:40:54"
"322","905","735","2006-09-26 17:37:30"
"323","551","522","1998-03-24 21:57:53"
"324","806","684","2022-02-01 23:22:26"
"325","816","140","1991-02-10 01:22:48"
"326","284","1829","2017-08-07 19:21:01"
"327","196","1425","2008-08-03 00:38:17"
"328","487","397","1997-11-06 01:11:41"
"329","422","203","2020-09-26 13:22:15"
"330","438","325","1978-07-27 05:45:08"
"331","595","1473","1988-11-02 04:06:49"
"332","798","1294","1977-07-10 00:33:58"
"333","821","1934","2013-02-25 15:12:16"
"334","906","381","1986-01-07 01:29:06"
"335","593","1618","2007-11-21 10:49:53"
"336","844","721","1999-05-28 10:06:50"
"337","209","1336","2019-08-15 13:46:00"
"338","22","1104","1992-01-19 05:42:13"
"339","107","1068","2003-06-26 13:37:40"
"340","163","976","2008-08-23 04:11:22"
"341","742","279","1990-08-07 06:55:33"
"342","805","481","2011-07-30 01:02:32"
"343","195","31","1989-09-01 14:00:23"
"344","719","1478","2020-07-13 02:08:07"
"345","194","707","2015-05-20 05:35:12"
"346","866","1139","1973-02-19 15:22:54"
"347","995","982","1983-11-26 17:46:22"
"348","682","1388","1970-01-06 01:44:42"
"349","158","487","1972-08-23 06:36:45"
"350","581","1166","1989-12-31 06:27:13"
"351","204","677","2000-06-10 08:31:40"
"352","265","1460","2002-12-06 10:51:45"
"353","603","1259","1990-11-22 17:12:43"
"354","463","1256","1984-10-04 05:35:39"
"355","902","639","1992-05-16 16:25:31"
"356","42","1629","2005-07-14 03:41:58"
"357","901","1352","2001-06-19 04:26:35"
"358","987","1773","2019-02-16 11:43:42"
"359","17","1345","1976-01-25 02:05:20"
"360","756","1980","1978-08-31 22:31:38"
"361","295","513","2009-09-14 13:19:47"
"362","380","41","2012-06-25 22:47:16"
"363","405","521","1976-07-27 13:37:32"
"364","309","264","1994-09-13 12:11:29"
"365","31","485","2007-01-08 15:04:42"
"366","439","1160","1978-10-11 15:13:46"
"367","866","1687","1975-12-22 08:37:47"
"368","34","1438","1986-09-25 05:26:23"
"369","686","1870","1993-02-02 17:52:12"
"370","295","1331","2009-10-20 00:33:48"
"371","971","1702","1985-04-14 21:16:04"
"372","554","1604","1976-06-15 04:50:25"
"373","20","821","1982-08-09 05:34:37"
"374","700","702","2009-04-09 21:34:39"
"375","866","1642","2008-06-05 23:47:44"
"376","786","1808","1970-02-22 16:36:53"
"377","917","880","1978-09-15 16:53:47"
"378","323","869","1991-08-11 03:59:33"
"379","791","1288","1980-01-12 08:30:41"
"380","7","1021","2003-05-01 16:07:59"
"381","83","1636","1976-07-02 00:58:19"
"382","616","1457","1974-02-11 12:54:32"
"383","515","430","1992-10-20 04:09:46"
"384","642","1028","1986-09-24 07:59:22"
"385","532","1421","1973-07-12 03:21:11"
"386","549","676","1986-05-25 11:47:28"
"387","24","1553","1983-02-14 20:23:12"
"388","423","86","2001-08-11 17:47:45"
"389","483","239","1996-06-16 02:17:43"
"390","67","67","2010-04-06 18:49:23"
"391","729","1613","2012-11-27 23:36:40"
"392","336","1885","1994-04-23 20:07:05"
"393","978","1780","2005-04-12 15:52:56"
"394","882","1686","2015-10-28 22:20:16"
"395","557","1125","1990-07-29 05:01:39"
"396","854","1524","1981-11-07 04:57:58"
"397","854","657","2014-02-13 04:09:50"
"398","183","315","1997-01-13 13:50:09"
"399","593","1970","1971-07-05 15:17:56"
"400","661","1785","1977-06-03 10:19:22"
"401","586","335","2015-10-01 11:45:21"
"402","760","727","2020-10-15 16:42:27"
"403","600","14","2020-11-09 14:08:42"
"404","960","818","1994-08-25 22:30:11"
"405","763","1216","2004-01-25 03:16:00"
"406","422","736","1997-10-04 17:22:52"
"407","387","1465","2008-04-02 23:11:27"
"408","353","1877","1976-01-10 10:41:49"
"409","508","298","2016-03-05 23:23:11"
"410","849","86","2022-01-07 02:41:06"
"411","787","567","1995-01-13 06:50:28"
"412","467","1036","1987-02-11 12:23:40"
"413","689","1629","1979-04-24 08:01:24"
"414","348","1443","2002-09-01 01:59:54"
"415","857","1964","1975-11-05 16:02:40"
"416","260","1389","1991-09-20 14:30:58"
"417","118","976","1986-02-14 12:36:38"
"418","445","848","1988-08-05 11:00:06"
"419","524","1389","1981-11-16 05:46:51"
"420","786","782","1988-07-26 18:56:08"
"421","362","730","1982-08-24 00:01:13"
"422","118","604","2002-06-03 03:37:33"
"423","101","557","1988-01-22 10:46:08"
"424","637","381","2013-06-22 04:06:53"
"425","141","1381","1987-05-03 08:18:56"
"426","44","1696","1994-08-10 21:24:03"
"427","494","1121","1990-07-25 08:50:26"
"428","206","1608","2016-05-22 00:59:57"
"429","947","1050","1975-11-06 22:50:57"
"430","168","1752","1993-04-29 07:12:25"
"431","797","503","2012-07-13 18:29:02"
"432","326","507","2005-05-24 20:31:13"
"433","893","87","2013-07-06 00:55:00"
"434","365","291","2014-08-26 20:05:18"
"435","669","444","1973-07-04 00:31:00"
"436","775","29","2010-07-18 22:16:24"
"437","230","1808","2014-04-18 04:13:08"
"438","608","630","2010-02-10 03:39:54"
"439","964","706","2011-08-03 01:05:30"
"440","419","727","2001-07-09 01:36:45"
"441","511","1584","2012-07-15 12:56:42"
"442","448","1056","1991-09-02 01:22:09"
"443","924","182","2008-05-09 21:18:48"
"444","194","1586","2019-01-25 22:06:11"
"445","795","275","2015-01-13 00:03:59"
"446","314","1295","2008-08-12 13:34:03"
"447","589","1421","2009-05-19 19:47:38"
"448","895","869","1978-03-06 02:41:42"
"449","945","233","1980-07-03 21:11:06"
"450","290","688","1986-05-26 20:34:57"
"451","714","188","1977-09-15 18:16:10"
"452","721","1382","1993-01-09 15:43:53"
"453","947","381","1985-04-02 16:40:19"
"454","907","1538","2006-08-02 14:57:13"
"455","9","262","2007-10-23 07:11:37"
"456","590","1474","2004-02-18 04:42:09"
"457","28","395","2019-12-22 23:54:01"
"458","589","257","2015-04-30 05:00:38"
"459","304","1330","1979-03-15 09:28:21"
"460","899","1062","1994-05-21 20:25:39"
"461","572","943","2015-07-04 17:48:05"
"462","23","1709","2008-11-05 22:50:16"
"463","226","1926","2012-01-13 16:32:11"
"464","19","628","2020-06-08 12:26:25"
"465","437","481","1981-05-14 19:41:30"
"466","934","1585","2013-09-08 13:38:22"
"467","468","1226","2004-02-19 16:34:09"
"468","381","508","1995-03-11 09:56:08"
"469","323","62","2013-09-08 20:43:48"
"470","417","1906","2000-01-21 00:56:55"
"471","497","1171","2010-03-11 05:45:13"
"472","519","145","1974-10-28 16:12:57"
"473","231","827","1973-10-09 08:27:44"
"474","452","1281","1977-08-01 13:55:45"
"475","586","630","1988-03-04 03:18:20"
"476","304","1061","1985-05-20 08:28:57"
"477","748","1598","1981-06-09 01:53:05"
"478","772","1511","2011-07-05 02:51:20"
"479","337","1657","2005-03-31 12:01:39"
"480","293","599","2021-07-30 19:41:26"
"481","498","1257","1976-10-30 23:53:45"
"482","649","1252","1999-10-03 20:58:51"
"483","937","1786","1989-07-07 03:22:42"
"484","520","1533","1975-12-25 14:17:44"
"485","183","736","2018-08-02 09:45:14"
"486","752","1511","2014-12-26 10:06:42"
"487","975","448","2001-10-10 15:56:21"
"488","46","1140","1983-09-18 13:08:16"
"489","918","395","2001-11-19 10:02:25"
"490","231","1849","1973-11-18 06:40:15"
"491","543","363","1999-12-16 07:07:52"
"492","60","1425","2001-12-28 12:23:11"
"493","116","644","1990-05-14 18:53:05"
"494","467","1007","2004-09-29 05:02:43"
"495","925","281","2018-11-26 13:16:01"
"496","43","994","2015-06-09 10:09:52"
"497","729","738","2010-11-19 19:00:51"
"498","882","65","1970-06-20 08:28:28"
"499","592","487","2005-11-26 01:14:40"
"500","515","334","1979-07-27 15:48:35"
"501","473","1142","2009-01-24 15:47:06"
"502","976","136","2013-06-22 03:42:16"
"503","382","1101","2013-03-12 23:35:39"
"504","985","903","1983-06-16 18:35:15"
"505","14","557","1990-06-18 08:12:09"
"506","147","359","1995-03-17 11:08:46"
"507","379","438","1987-06-11 13:05:41"
"508","507","567","1999-06-18 17:10:03"
"509","337","965","2011-06-08 02:41:19"
"510","847","1834","2012-12-14 18:27:02"
"511","759","998","2017-03-19 20:17:15"
"512","83","525","1999-03-30 09:40:09"
"513","747","1913","2004-12-27 18:36:28"
"514","24","115","2014-09-19 03:25:18"
"515","579","738","2008-08-08 06:29:13"
"516","768","1413","2000-01-20 14:13:57"
"517","211","1757","1979-12-09 05:33:40"
"518","91","289","2014-12-14 03:12:49"
"519","997","998","1980-08-17 11:44:41"
"520","809","740","2016-12-08 09:12:45"
"521","188","1082","1985-07-14 17:20:40"
"522","985","369","2016-10-02 02:22:28"
"523","713","1919","1984-04-02 02:58:53"
"524","183","1302","2004-04-02 12:17:42"
"525","241","905","2019-12-13 18:11:30"
"526","860","1227","1979-05-24 19:00:46"
"527","322","431","1991-11-30 05:21:35"
"528","644","1436","1988-09-30 22:55:04"
"529","288","1575","2010-08-29 02:56:19"
"530","581","628","2002-01-18 00:39:36"
"531","279","1979","2012-06-25 21:32:43"
"532","413","1664","2009-05-31 11:16:41"
"533","441","1892","1991-01-20 12:09:23"
"534","593","734","2011-10-10 10:00:16"
"535","261","1143","2017-06-20 17:24:48"
"536","786","796","2003-10-14 11:24:32"
"537","389","481","1982-05-24 02:51:39"
"538","425","1350","2016-02-04 07:33:46"
"539","3","1904","2001-09-26 01:44:10"
"540","949","1834","1980-06-03 08:15:41"
"541","104","1696","2018-03-26 00:12:33"
"542","527","771","2010-10-04 10:34:30"
"543","209","378","2022-05-22 01:19:03"
"544","159","1904","2000-04-08 00:03:52"
"545","836","1613","2001-01-05 23:48:21"
"546","209","478","1980-10-02 07:17:15"
"547","882","877","2014-07-04 14:12:57"
"548","895","1972","1987-10-22 06:28:36"
"549","206","426","2009-07-16 13:47:48"
"550","588","134","2022-03-29 22:01:48"
"551","897","478","2020-12-02 22:13:53"
"552","662","260","2009-12-04 15:34:18"
"553","220","111","2006-06-12 21:42:43"
"554","227","897","1971-12-15 21:09:58"
"555","77","749","2009-04-25 18:25:10"
"556","472","961","1977-03-25 10:09:39"
"557","433","468","1971-05-28 18:50:33"
"558","270","1366","2022-06-03 07:10:37"
"559","595","1935","2005-03-18 17:01:47"
"560","480","404","1990-12-09 03:11:29"
"561","855","1667","1978-04-29 13:40:10"
"562","143","1497","1989-04-26 03:29:38"
"563","819","616","1974-11-04 20:22:13"
"564","672","1120","1980-09-12 17:32:58"
"565","496","281","2005-11-28 23:56:43"
"566","760","731","2010-11-23 18:21:04"
"567","925","995","2009-10-12 05:33:34"
"568","777","727","1994-08-14 23:01:24"
"569","644","1218","2004-11-28 13:18:30"
"570","678","1487","1987-06-05 18:39:51"
"571","551","1405","2017-07-01 20:58:41"
"572","674","1487","2007-11-30 18:05:15"
"573","308","75","1971-02-18 14:06:05"
"574","747","1478","2022-10-13 04:06:29"
"575","543","1157","1992-01-07 05:00:15"
"576","809","934","1977-07-25 13:57:07"
"577","506","1322","1981-12-05 11:21:01"
"578","856","1601","1982-06-02 11:21:06"
"579","646","1062","1981-02-19 01:57:12"
"580","284","1157","2002-10-31 19:10:11"
"581","37","1620","1970-08-15 22:45:55"
"582","550","352","1975-12-13 08:32:36"
"583","386","1546","1980-05-29 17:20:11"
"584","40","169","1991-09-17 01:27:49"
"585","299","1108","2006-12-06 19:21:35"
"586","32","969","2007-07-26 00:25:16"
"587","521","1743","1987-02-06 11:47:51"
"588","871","1073","2010-02-16 17:15:00"
"589","471","1763","1977-05-05 12:24:02"
"590","219","1770","1985-09-13 10:24:28"
"591","905","754","2002-09-18 08:43:13"
"592","299","725","2022-01-17 15:23:18"
"593","950","345","1982-10-01 08:38:42"
"594","167","553","2012-10-16 00:34:39"
"595","579","1827","1973-11-09 04:49:43"
"596","420","994","2012-05-27 19:06:17"
"597","699","584","1992-10-12 01:16:29"
"598","97","489","2010-12-08 12:02:42"
"599","198","1070","1997-05-12 22:40:25"
"600","742","1412","2018-10-27 19:53:57"
"601","861","1285","2018-11-29 20:58:25"
"602","524","1752","1982-04-18 10:50:59"
"603","283","1717","1972-02-21 20:47:44"
"604","871","1408","2010-02-13 23:31:24"
"605","873","49","1987-02-12 19:28:10"
"606","895","1829","2006-11-06 11:42:31"
"607","174","1927","1993-12-15 13:08:20"
"608","772","165","1989-01-21 11:47:25"
"609","95","732","1984-12-19 23:31:53"
"610","710","1835","1978-05-18 07:17:38"
"611","267","1990","1982-01-12 15:19:43"
"612","704","1341","1994-03-29 22:13:08"
"613","515","1549","2002-07-28 09:29:27"
"614","630","1367","2014-09-04 19:19:40"
"615","846","852","2013-09-01 21:10:36"
"616","500","1104","1983-03-17 16:49:59"
"617","240","1481","2022-02-19 04:32:01"
"618","846","553","1999-09-23 20:55:36"
"619","378","1728","2020-06-13 23:10:58"
"620","638","1024","1985-05-16 15:42:22"
"621","400","1210","2002-01-01 11:24:46"
"622","589","784","2016-04-14 05:29:31"
"623","728","574","1993-09-18 03:30:49"
"624","417","1595","1986-10-09 02:23:09"
"625","236","182","2010-03-12 18:55:49"
"626","763","182","1998-11-06 07:19:53"
"627","855","101","2016-06-19 21:48:54"
"628","106","451","2004-07-10 03:31:58"
"629","878","253","1971-03-15 07:21:47"
"630","862","471","1993-10-22 10:25:30"
"631","740","363","2004-09-08 13:27:22"
"632","674","1324","1993-12-12 08:04:17"
"633","569","816","1978-04-17 22:04:43"
"634","154","324","1975-11-25 08:40:39"
"635","56","1423","1995-03-13 16:04:55"
"636","367","966","2004-06-30 11:57:53"
"637","456","1574","2006-10-12 17:19:43"
"638","139","1937","1982-04-18 03:21:02"
"639","896","1538","1987-04-02 04:20:37"
"640","667","1129","1996-10-24 13:41:24"
"641","296","1140","1984-06-02 23:02:54"
"642","134","1855","2022-07-30 15:58:28"
"643","706","1770","1992-03-09 19:20:42"
"644","302","1146","1995-12-10 15:48:09"
"645","148","1709","1976-05-29 10:38:32"
"646","833","998","1986-11-07 16:44:35"
"647","834","831","2012-11-26 19:42:09"
"648","978","1708","2013-05-07 03:26:57"
"649","637","1676","2002-01-13 14:47:49"
